dataset,custom_id,category,market_direction,market_move_bin,valid_candidate_count,best_has_max_selected_evidence_count,best_has_max_evidence_weights_count,best_has_max_abs_update,best_selected_evidence_count,prompt_max_selected_evidence_count,max_selected_evidence_count_tie_size,best_evidence_weights_count,prompt_max_evidence_weights_count,max_evidence_weights_count_tie_size,best_abs_update,prompt_max_abs_update,max_abs_update_tie_size,candidate_count,helpful_candidate_available,posterior_range
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2519__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,False,False,False,0.0,3.0,2,0.0,3.0,2,0.0,0.0279999999999999,1,5,False,0.027999999999999997
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2752__mixed_blind__neutral_forecaster__s00,Politics,up,medium,1,True,True,True,1.0,1.0,1,1.0,1.0,1,0.1439,0.1439,1,1,True,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1366__mixed_blind__neutral_forecaster__s00,Science and Technology,up,medium,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0049999999999999,0.0049999999999999,1,5,True,0.0049999999999999906
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2116__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,False,False,False,1.0,3.0,1,1.0,3.0,1,0.0,0.2114,1,5,False,0.2114
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0990__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,False,False,False,0.0,4.0,1,0.0,4.0,1,0.0,0.0399999999999999,1,5,False,0.03999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2646__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,False,0.0,3.0,1,0.0,3.0,1,0.0,0.1099999999999999,1,5,False,0.10999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1811__mixed_blind__neutral_forecaster__s00,Politics,up,medium,4,True,True,True,1.0,1.0,4,2.0,2.0,4,0.0196999999999999,0.0196999999999999,1,4,True,0.014999999999999958
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2006__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,False,False,True,0.0,2.0,1,0.0,2.0,1,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0462__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,True,1.0,2.0,3,1.0,2.0,3,0.0214,0.0214,1,5,True,0.035
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2035__mixed_blind__neutral_forecaster__s00,Politics,down,medium,4,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0,0.0388,1,4,False,0.0388
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1920__mixed_blind__neutral_forecaster__s00,Politics,up,medium,2,True,True,True,4.0,4.0,2,4.0,4.0,2,0.3149,0.3149,2,2,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0159__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0218,0.0382,1,5,True,0.06000000000000005
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2713__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,2.0,2.0,5,2.0,2.0,5,0.015,0.015,5,5,True,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0001__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0599999999999999,0.0599999999999999,1,5,True,0.05999999999999994
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1950__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,False,False,True,3.0,4.0,1,3.0,4.0,1,0.0999999999999999,0.0999999999999999,1,5,True,0.09999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0002__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,1.0,1.0,3,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0681__mixed_blind__neutral_forecaster__s00,Economics,up,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1903__mixed_blind__neutral_forecaster__s00,Politics,up,medium,4,True,True,True,5.0,5.0,4,5.0,5.0,4,0.0791999999999999,0.0791999999999999,1,4,True,0.03999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0666__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,2.0,2.0,4,2.0,2.0,4,0.0359999999999999,0.044,1,5,True,0.08000000000000002
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2183__mixed_blind__neutral_forecaster__s00,Companies,down,medium,5,True,True,False,1.0,1.0,5,1.0,1.0,5,0.02,0.03,1,5,True,0.050000000000000044
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1935__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,False,False,False,0.0,2.0,3,0.0,2.0,3,0.0,0.0798,1,5,False,0.07980000000000001
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0135__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,5.0,5.0,1,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2479__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,5.0,5.0,5,5.0,5.0,5,0.1,0.1,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2054__mixed_blind__neutral_forecaster__s00,Economics,down,medium,4,False,False,False,0.0,1.0,2,0.0,1.0,2,0.0,0.07,1,4,False,0.07
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0582__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0651__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,1.0,1.0,5,1.0,1.0,5,0.0999999999999999,0.1,1,5,True,0.2
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1805__mixed_blind__neutral_forecaster__s00,Politics,up,medium,1,True,True,True,1.0,1.0,1,1.0,1.0,1,0.0499999999999999,0.0499999999999999,1,1,True,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2645__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,True,True,True,1.0,1.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0954__mixed_blind__neutral_forecaster__s00,Economics,up,medium,3,True,True,True,1.0,1.0,2,1.0,1.0,2,0.01,0.01,2,3,True,0.010000000000000009
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0538__mixed_blind__neutral_forecaster__s00,Companies,down,medium,5,False,False,False,1.0,5.0,1,1.0,5.0,1,0.0056999999999999,0.0092999999999999,1,5,True,0.014999999999999958
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2749__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,2.0,2.0,5,2.0,2.0,5,0.0999999999999999,0.15,1,5,False,0.050000000000000044
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2711__mixed_blind__neutral_forecaster__s00,Politics,up,medium,3,True,True,True,1.0,1.0,3,1.0,1.0,3,0.0185,0.0185,1,3,True,0.015
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1219__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0134,0.0435999999999999,1,5,True,0.05700000000000005
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1997__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0088,0.0088,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1498__mixed_blind__neutral_forecaster__s00,Elections,up,medium,5,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0490999999999999,0.0709,1,5,True,0.12
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1220__mixed_blind__neutral_forecaster__s00,Politics,down,medium,4,True,True,False,5.0,5.0,4,5.0,5.0,4,0.0620999999999999,0.1379,1,4,True,0.19999999999999996
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0414__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,4.0,4.0,2,4.0,4.0,1,0.0108999999999999,0.0108999999999999,2,5,True,0.010899999999999965
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1168__mixed_blind__neutral_forecaster__s00,Politics,up,medium,2,True,True,True,1.0,1.0,2,1.0,1.0,2,0.0,0.0,2,2,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2249__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.1,0.1,1,5,True,0.10000000000000003
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2050__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,False,0.0,1.0,4,0.0,1.0,4,0.0,0.0038,1,5,False,0.0038000000000000256
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1057__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,1.0,1.0,3,1.0,1.0,3,0.01,0.01,3,5,True,0.020000000000000018
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1217__mixed_blind__neutral_forecaster__s00,Politics,down,medium,3,True,True,False,1.0,1.0,3,1.0,1.0,3,0.0112,0.0912,1,3,False,0.07999999999999996
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1294__mixed_blind__neutral_forecaster__s00,Politics,up,medium,4,True,True,True,5.0,5.0,4,5.0,5.0,4,0.0027,0.0027,1,4,True,0.0050000000000000044
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0004__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0773,0.0773,1,5,True,0.08000000000000007
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1755__mixed_blind__neutral_forecaster__s00,Companies,up,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1489__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.1362,0.1362,2,5,True,0.1362
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0171__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,0.0,0.0,5,0.0,0.0,5,0.0,0.02,1,5,False,0.020000000000000018
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1954__mixed_blind__neutral_forecaster__s00,Politics,down,medium,4,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0023999999999999,0.0064,1,4,False,0.0040000000000000036
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1810__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0499999999999999,0.0499999999999999,3,5,True,0.09999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0830__mixed_blind__neutral_forecaster__s00,Companies,up,medium,4,True,True,False,1.0,1.0,3,1.0,1.0,2,0.0073,0.0126999999999999,1,4,True,0.020000000000000018
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2430__mixed_blind__neutral_forecaster__s00,Companies,down,medium,5,True,True,False,3.0,3.0,5,3.0,3.0,4,0.0199999999999999,0.03,1,5,True,0.04999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1115__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,False,0.0,1.0,3,0.0,1.0,3,0.0,0.0827999999999999,1,5,False,0.08279999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1376__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.07,0.07,1,5,True,0.08999999999999997
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1629__mixed_blind__neutral_forecaster__s00,Companies,down,medium,5,True,True,False,5.0,5.0,5,5.0,5.0,5,0.0027,0.0032999999999999,1,5,True,0.006000000000000005
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0170__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,False,False,True,0.0,1.0,1,0.0,1.0,1,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0775__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,2.0,2.0,5,2.0,2.0,5,0.0053999999999999,0.0146,2,5,True,0.01999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2636__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,False,0.0,2.0,3,0.0,2.0,3,0.0,0.1457999999999999,1,5,False,0.14579999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0220__mixed_blind__neutral_forecaster__s00,Politics,down,medium,2,True,True,True,3.0,3.0,2,0.0,0.0,2,0.0,0.0,2,2,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0418__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,4.0,4.0,1,4.0,4.0,1,0.0554,0.0554,1,5,True,0.09000000000000002
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1908__mixed_blind__neutral_forecaster__s00,Politics,down,medium,4,False,False,False,2.0,5.0,1,2.0,5.0,1,0.1,0.2499999999999999,1,4,True,0.35
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2034__mixed_blind__neutral_forecaster__s00,Politics,down,medium,1,True,True,True,3.0,3.0,1,3.0,3.0,1,0.0799,0.0799,1,1,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0003__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2668__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,True,True,False,1.0,1.0,5,1.0,1.0,5,0.0,0.1205,1,5,False,0.1205
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1809__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,3.0,3.0,5,3.0,3.0,5,0.06,0.06,2,5,True,0.030000000000000027
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1922__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.0699999999999999,0.0699999999999999,1,5,True,0.07999999999999996
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1923__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,1.0,1.0,5,1.0,1.0,5,0.0764,0.1064,1,5,True,0.19999999999999996
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1297__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,2.0,2.0,2,2.0,2.0,2,0.0211999999999999,0.0487999999999999,1,5,True,0.06999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0419__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,False,False,True,1.0,2.0,1,1.0,2.0,1,0.0394999999999999,0.0394999999999999,1,5,True,0.06
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2036__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,False,False,5.0,5.0,5,0.0,5.0,3,0.0,0.02,1,5,False,0.020000000000000018
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1490__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,1.0,1.0,2,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1808__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,False,False,False,0.0,2.0,4,0.0,2.0,4,0.0,0.029,1,5,False,0.029000000000000026
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0044__mixed_blind__neutral_forecaster__s00,Politics,up,medium,3,True,True,True,2.0,2.0,1,2.0,2.0,1,0.0237,0.0237,1,3,True,0.03999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_0829__mixed_blind__neutral_forecaster__s00,Companies,up,medium,5,False,False,True,3.0,5.0,1,3.0,5.0,1,0.0075,0.0075,1,5,True,0.014000000000000012
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1218__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,2.0,2.0,5,2.0,2.0,5,0.0357,0.0857,1,5,False,0.04999999999999993
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2592__mixed_blind__neutral_forecaster__s00,Elections,down,medium,5,True,True,False,3.0,3.0,1,3.0,3.0,1,0.02,0.03,1,5,True,0.050000000000000044
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2593__mixed_blind__neutral_forecaster__s00,Elections,up,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2669__mixed_blind__neutral_forecaster__s00,Economics,up,medium,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.0055,0.0055,1,5,True,0.005500000000000005
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2052__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,False,0.0,1.0,4,0.0,1.0,4,0.0,0.0020999999999999,1,5,False,0.0020999999999999908
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_0134__mixed_blind__neutral_forecaster__s00,Politics,down,medium,3,False,False,True,0.0,1.0,2,0.0,1.0,2,0.1404999999999999,0.1404999999999999,1,3,True,0.24999999999999997
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2653__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,False,0.0,1.0,4,0.0,1.0,4,0.0,0.0468,1,5,False,0.04680000000000001
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_0933__mixed_blind__neutral_forecaster__s00,Elections,up,medium,5,True,True,False,3.0,3.0,5,3.0,3.0,5,0.06,0.12,1,5,False,0.05999999999999994
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_0934__mixed_blind__neutral_forecaster__s00,Elections,down,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_1111__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,True,1.0,2.0,2,1.0,2.0,2,0.013,0.013,1,5,True,0.013000000000000012
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_1916__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,2.0,2.0,5,2.0,2.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_0314__mixed_blind__neutral_forecaster__s00,Companies,up,medium,5,True,True,True,2.0,2.0,2,2.0,2.0,2,0.0487,0.0487,1,5,True,0.05000000000000002
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_1475__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_1625__mixed_blind__neutral_forecaster__s00,Companies,down,medium,5,True,True,True,2.0,2.0,2,2.0,2.0,2,0.0043,0.0043,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_1910__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,False,False,True,1.0,2.0,1,1.0,2.0,1,0.0359,0.0359,1,5,True,0.0359
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_1113__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2644__mixed_blind__neutral_forecaster__s00,Economics,up,medium,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0663999999999999,0.0663999999999999,1,5,True,0.06639999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2638__mixed_blind__neutral_forecaster__s00,Economics,down,medium,3,True,True,True,1.0,1.0,3,1.0,1.0,3,0.0264,0.0264,1,3,True,0.04000000000000001
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2051__mixed_blind__neutral_forecaster__s00,Economics,down,medium,5,False,False,False,0.0,1.0,4,0.0,1.0,4,0.0,0.075,1,5,False,0.07500000000000001
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2038__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,False,4.0,4.0,5,4.0,4.0,5,0.0466,0.2466,1,5,False,0.2
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2039__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,False,False,5.0,5.0,5,0.0,5.0,4,0.0,0.0112,1,5,False,0.011200000000000015
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2046__mixed_blind__neutral_forecaster__s00,Economics,up,medium,4,True,True,True,2.0,2.0,4,2.0,2.0,4,0.0499999999999999,0.0499999999999999,1,4,True,0.040000000000000036
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_0897__mixed_blind__neutral_forecaster__s00,Politics,down,medium,4,False,False,False,0.0,2.0,2,0.0,2.0,2,0.0,0.0162,1,4,False,0.016200000000000006
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_2594__mixed_blind__neutral_forecaster__s00,Elections,up,medium,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_0950__mixed_blind__neutral_forecaster__s00,Economics,up,medium,2,True,True,True,2.0,2.0,2,2.0,2.0,2,0.0569999999999999,0.0569999999999999,1,2,True,0.025000000000000022
train_all_batches,gemma4_26b_grounded_nonnull_train_batch003_fullnews_bounded_ensemble5_20260629__kalshi_train_0953__mixed_blind__neutral_forecaster__s00,Economics,up,medium,5,True,True,True,1.0,1.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
